delivery_id,vehicle_id,vehicle_type,driver_id,route,distance_km,is_cross_border,sector,cargo_type,departure_date,planned_hrs,actual_hrs,on_time,delay_hrs,border_delay_hrs,fuel_per_100km,fuel_used_L,fuel_cost_bwp,revenue_bwp,load_tons,load_pct,harsh_events,speeding_events,idle_time_hrs,maint_flag,vehicle_age,year,month
DLV-07242,TD-130,Light Commercial,DRV-068,Francistown-Harare,490,1,Mining,Agricultural Produce,2024-01-12,9.0,12.52,0,2.17,4.07,11.4,56.0,550.0,8468.0,2.4,78.6,0,0,1.54,0,3,2024,2024-01
DLV-07243,TD-051,Long-Haul Articulated,DRV-030,Gaborone-Johannesburg,360,1,Agriculture,FMCG Cargo,2024-04-17,6.5,8.19,0,0.71,1.45,36.5,131.4,1348.0,4167.0,24.8,82.7,1,1,0.54,0,7,2024,2024-04
DLV-07244,TD-036,Long-Haul Articulated,DRV-049,Gaborone-Lusaka,1300,1,Retail,Fresh Produce,2023-10-07,20.0,24.12,0,1.12,3.36,40.8,530.2,5752.0,17962.0,29.6,98.7,1,3,1.78,0,8,2023,2023-10
DLV-07245,TD-140,Courier Van,DRV-061,Francistown-Harare,490,1,Retail,Mining Supplies,2023-08-04,9.0,11.82,0,1.47,3.38,7.7,37.7,408.0,9493.0,0.7,69.2,2,1,1.06,0,6,2023,2023-08
DLV-07246,TD-084,B-Train,DRV-042,Gaborone-Francistown,400,0,Agriculture,FMCG Cargo,2024-08-22,5.0,5.56,1,0.0,0.0,44.4,177.4,1823.0,5382.0,33.6,84.1,0,0,0.78,1,10,2024,2024-08
DLV-07247,TD-073,Refrigerated,DRV-133,Gaborone-Johannesburg,360,1,Agriculture,General Goods,2023-11-28,6.5,8.76,0,1.28,2.17,35.2,126.8,1296.0,4599.0,12.8,71.0,0,1,1.64,0,8,2023,2023-11
DLV-07248,TD-119,Light Commercial,DRV-051,Gaborone-Maun,680,0,Mining,General Goods,2024-03-01,8.0,8.42,1,0.0,0.0,12.1,82.1,858.0,11319.0,2.3,75.7,0,0,1.08,0,5,2024,2024-03
DLV-07249,TD-135,Courier Van,DRV-123,Gaborone-Palapye,240,0,Mining,Fresh Produce,2023-05-24,3.0,3.37,1,0.0,0.0,7.6,18.2,195.0,4761.0,0.7,70.8,0,1,0.35,1,9,2023,2023-05
DLV-07250,TD-037,Long-Haul Articulated,DRV-075,Gaborone-Johannesburg,360,1,Pharmaceutical,Fresh Produce,2024-03-29,6.5,8.3,0,0.83,1.75,38.3,137.9,1440.0,4305.0,25.6,85.4,0,1,0.91,0,6,2024,2024-03
DLV-07251,TD-131,Courier Van,DRV-005,Francistown-Harare,490,1,FMCG,Agricultural Produce,2024-04-04,9.0,9.97,1,0.0,1.14,13.0,63.8,664.0,13666.0,1.0,99.6,2,1,1.32,0,4,2024,2024-04
DLV-07252,TD-070,Refrigerated,DRV-028,Gaborone-Francistown,400,0,Agriculture,General Goods,2025-01-25,5.0,5.27,1,0.0,0.0,41.3,165.2,1727.0,6033.0,15.1,83.8,0,2,0.88,0,7,2025,2025-01
DLV-07253,TD-117,Light Commercial,DRV-115,Gaborone-Windhoek,1400,1,Retail,General Goods,2023-01-21,18.0,19.57,1,0.0,1.18,14.6,204.8,2279.0,30529.0,3.0,99.1,2,2,2.66,0,5,2023,2023-01
DLV-07254,TD-047,Long-Haul Articulated,DRV-082,Gaborone-Maun,680,0,FMCG,Pharmaceuticals,2024-06-16,8.0,8.41,1,0.0,0.0,30.1,204.9,2170.0,5986.0,18.9,62.9,0,2,1.99,0,3,2024,2024-06
DLV-07255,TD-039,Long-Haul Articulated,DRV-033,Francistown-Harare,490,1,Retail,General Goods,2023-04-30,9.0,13.26,0,2.91,3.89,39.2,191.9,2081.0,5874.0,25.7,85.6,1,0,2.02,1,10,2023,2023-04
DLV-07256,TD-111,Light Commercial,DRV-008,Gaborone-Lusaka,1300,1,Construction,General Goods,2024-09-22,20.0,23.26,0,0.26,2.08,14.0,182.5,1937.0,25065.0,2.6,87.6,3,2,4.26,0,8,2024,2024-09
DLV-07257,TD-041,Long-Haul Articulated,DRV-065,Local Gaborone,35,0,Mining,Pharmaceuticals,2024-07-24,1.5,1.5,1,0.0,0.0,38.8,13.6,140.0,419.0,25.6,85.5,0,0,0.14,0,7,2024,2024-07
DLV-07258,TD-100,B-Train,DRV-131,Francistown-Harare,490,1,Pharmaceutical,General Goods,2024-10-02,9.0,12.69,0,2.34,4.4,41.5,203.6,2203.0,5799.0,29.6,74.0,0,0,1.33,0,8,2024,2024-10
DLV-07259,TD-003,Long-Haul Articulated,DRV-094,Gaborone-Palapye,240,0,Retail,Fresh Produce,2024-05-23,3.0,3.17,1,0.0,0.0,41.2,98.9,1084.0,3123.0,27.9,92.9,0,0,0.45,1,9,2024,2024-05
DLV-07260,TD-011,Long-Haul Articulated,DRV-139,Francistown-Harare,490,1,Mining,Agricultural Produce,2023-02-21,9.0,13.03,0,2.68,3.54,41.0,201.0,2192.0,5716.0,25.0,83.3,1,0,2.31,0,6,2023,2023-02
DLV-07261,TD-070,Refrigerated,DRV-091,Francistown-Harare,490,1,Construction,Fresh Produce,2023-03-15,9.0,10.67,0,0.32,1.79,47.3,231.7,2325.0,8694.0,17.7,98.6,1,0,1.0,0,7,2023,2023-03
DLV-07262,TD-077,Refrigerated,DRV-083,Local Gaborone,35,0,Retail,FMCG Cargo,2023-08-19,1.5,1.27,1,0.0,0.0,35.3,12.4,127.0,473.0,13.5,75.0,0,1,0.14,0,7,2023,2023-08
DLV-07263,TD-113,Light Commercial,DRV-008,Gaborone-Johannesburg,360,1,Pharmaceutical,FMCG Cargo,2023-07-06,6.5,7.95,0,0.48,1.34,11.1,40.0,440.0,5496.0,2.1,69.4,1,0,1.46,0,5,2023,2023-07
DLV-07264,TD-036,Long-Haul Articulated,DRV-106,Gaborone-Maun,680,0,Retail,Agricultural Produce,2024-06-24,8.0,8.73,1,0.0,0.0,28.3,192.6,2157.0,6137.0,19.3,64.5,0,1,0.98,0,8,2024,2024-06
DLV-07265,TD-098,B-Train,DRV-017,Gaborone-Johannesburg,360,1,Retail,Agricultural Produce,2024-07-15,6.5,7.56,0,0.08,1.66,44.5,160.4,1578.0,4624.0,32.1,80.3,0,1,1.46,0,7,2024,2024-07
DLV-07266,TD-040,Long-Haul Articulated,DRV-077,Gaborone-Windhoek,1400,1,Pharmaceutical,Fresh Produce,2023-01-13,18.0,21.76,0,1.06,2.1,44.6,624.3,6586.0,19127.0,29.3,97.6,1,3,4.29,1,10,2023,2023-01
DLV-07267,TD-080,Refrigerated,DRV-046,Gaborone-Windhoek,1400,1,Mining,Agricultural Produce,2023-04-30,18.0,24.03,0,3.33,4.06,41.1,574.9,6015.0,21473.0,15.3,85.2,0,0,3.99,1,9,2023,2023-04
DLV-07268,TD-024,Long-Haul Articulated,DRV-080,Gaborone-Lusaka,1300,1,FMCG,Fresh Produce,2023-01-24,20.0,21.66,1,0.0,2.15,37.3,485.3,5087.0,15174.0,25.0,83.4,3,2,3.51,0,5,2023,2023-01
DLV-07269,TD-057,Refrigerated,DRV-022,Gaborone-Palapye,240,0,FMCG,Mining Supplies,2023-06-16,3.0,2.83,1,0.0,0.0,30.6,73.4,789.0,2782.0,11.6,64.4,0,0,0.36,0,5,2023,2023-06
DLV-07270,TD-112,Light Commercial,DRV-090,Gaborone-Palapye,240,0,FMCG,General Goods,2024-02-20,3.0,2.56,1,0.0,0.0,14.2,34.2,346.0,4780.0,2.7,90.5,1,1,0.29,1,9,2024,2024-02
DLV-07271,TD-002,Long-Haul Articulated,DRV-007,Gaborone-Maun,680,0,Construction,Construction Materials,2025-02-05,8.0,8.5,1,0.0,0.0,28.8,195.6,1931.0,6431.0,20.3,67.5,0,0,0.96,0,7,2025,2025-02
DLV-07272,TD-006,Long-Haul Articulated,DRV-074,Gaborone-Maun,680,0,Retail,Mining Supplies,2023-10-13,8.0,7.62,1,0.0,0.0,45.0,305.8,3001.0,9142.0,28.8,96.0,0,0,1.42,0,7,2023,2023-10
DLV-07273,TD-134,Courier Van,DRV-076,Gaborone-Maun,680,0,Agriculture,Fresh Produce,2023-02-19,8.0,7.85,1,0.0,0.0,8.7,59.2,582.0,13676.0,0.7,71.8,0,0,1.12,0,3,2023,2023-02
DLV-07274,TD-037,Long-Haul Articulated,DRV-014,Francistown-Harare,490,1,Mining,Construction Materials,2023-11-21,9.0,13.14,0,2.79,3.41,40.6,199.0,2197.0,5981.0,26.2,87.2,2,0,2.44,0,6,2023,2023-11
DLV-07275,TD-038,Long-Haul Articulated,DRV-017,Gaborone-Windhoek,1400,1,Agriculture,Mining Supplies,2023-06-13,18.0,22.12,0,1.42,3.12,33.4,467.6,4595.0,13483.0,20.6,68.8,1,1,4.27,0,8,2023,2023-06
DLV-07276,TD-035,Long-Haul Articulated,DRV-007,Gaborone-Johannesburg,360,1,Agriculture,Pharmaceuticals,2024-03-22,6.5,9.56,0,2.09,2.2,34.4,123.9,1323.0,4072.0,24.2,80.8,0,0,1.08,0,8,2024,2024-03
DLV-07277,TD-030,Long-Haul Articulated,DRV-121,Local Gaborone,35,0,Agriculture,Agricultural Produce,2024-03-09,1.5,2.41,0,0.68,0.0,31.5,11.0,117.0,328.0,20.1,66.9,0,0,0.39,0,8,2024,2024-03
DLV-07278,TD-050,Long-Haul Articulated,DRV-065,Local Gaborone,35,0,Agriculture,Mining Supplies,2023-06-28,1.5,1.63,1,0.0,0.0,31.9,11.1,110.0,343.0,21.0,70.1,0,0,0.15,0,7,2023,2023-06
DLV-07279,TD-037,Long-Haul Articulated,DRV-103,Gaborone-Palapye,240,0,Agriculture,Construction Materials,2023-01-10,3.0,2.89,1,0.0,0.0,39.2,94.2,969.0,2642.0,23.6,78.6,1,0,0.61,0,6,2023,2023-01
DLV-07280,TD-090,B-Train,DRV-009,Local Gaborone,35,0,Retail,FMCG Cargo,2023-03-19,1.5,1.68,1,0.0,0.0,52.9,18.5,202.0,534.0,38.2,95.4,0,0,0.35,1,9,2023,2023-03
DLV-07281,TD-092,B-Train,DRV-118,Gaborone-Johannesburg,360,1,Retail,Pharmaceuticals,2024-03-14,6.5,9.84,0,2.37,3.54,37.8,136.0,1334.0,4417.0,30.7,76.7,1,1,1.27,0,6,2024,2024-03
DLV-07282,TD-007,Long-Haul Articulated,DRV-005,Gaborone-Maun,680,0,Retail,Construction Materials,2023-01-22,8.0,8.2,1,0.0,0.0,40.6,275.8,3064.0,7731.0,24.4,81.2,0,0,1.08,1,10,2023,2023-01
DLV-07283,TD-015,Long-Haul Articulated,DRV-079,Local Gaborone,35,0,Construction,Pharmaceuticals,2023-12-13,1.5,1.27,1,0.0,0.0,32.3,11.3,111.0,351.0,21.5,71.6,0,0,0.22,1,9,2023,2023-12
DLV-07284,TD-003,Long-Haul Articulated,DRV-051,Gaborone-Windhoek,1400,1,Construction,Mining Supplies,2023-03-11,18.0,23.33,0,2.63,3.01,29.2,409.4,4507.0,11972.0,18.3,61.1,3,0,2.99,1,9,2023,2023-03
DLV-07285,TD-134,Courier Van,DRV-077,Gaborone-Francistown,400,0,Agriculture,Mining Supplies,2024-08-23,5.0,4.25,1,0.0,0.0,8.5,34.2,342.0,7997.0,0.7,71.4,0,0,0.84,0,3,2024,2024-08
DLV-07286,TD-060,Refrigerated,DRV-079,Local Gaborone,35,0,Retail,Mining Supplies,2023-06-21,1.5,2.05,0,0.33,0.0,36.1,12.6,131.0,470.0,13.4,74.6,0,0,0.36,1,9,2023,2023-06
DLV-07287,TD-051,Long-Haul Articulated,DRV-125,Gaborone-Palapye,240,0,Construction,Agricultural Produce,2024-05-30,3.0,2.94,1,0.0,0.0,31.8,76.2,757.0,2344.0,20.9,69.8,2,0,0.36,0,7,2024,2024-05
DLV-07288,TD-122,Light Commercial,DRV-079,Gaborone-Palapye,240,0,Retail,FMCG Cargo,2023-06-25,3.0,2.75,1,0.0,0.0,12.9,31.0,329.0,4530.0,2.6,85.8,0,0,0.48,0,4,2023,2023-06
DLV-07289,TD-115,Light Commercial,DRV-091,Gaborone-Windhoek,1400,1,FMCG,Mining Supplies,2025-03-18,18.0,22.31,0,1.61,2.85,11.0,154.2,1711.0,22724.0,2.2,73.8,0,0,2.1,1,10,2025,2025-03
DLV-07290,TD-049,Long-Haul Articulated,DRV-008,Gaborone-Johannesburg,360,1,Construction,FMCG Cargo,2023-10-08,6.5,9.44,0,1.96,1.88,31.3,112.6,1180.0,3281.0,19.5,65.1,0,0,1.73,1,10,2023,2023-10
DLV-07291,TD-001,Long-Haul Articulated,DRV-048,Gaborone-Maun,680,0,Retail,Mining Supplies,2023-05-07,8.0,9.1,1,0.0,0.0,35.7,242.9,2604.0,7436.0,23.4,78.1,1,0,1.13,1,9,2023,2023-05
DLV-07292,TD-040,Long-Haul Articulated,DRV-036,Francistown-Harare,490,1,Agriculture,Construction Materials,2024-06-30,9.0,14.03,0,3.68,3.54,43.5,213.1,2291.0,6299.0,27.5,91.8,0,2,2.6,1,10,2024,2024-06
DLV-07293,TD-008,Long-Haul Articulated,DRV-015,Gaborone-Lusaka,1300,1,Pharmaceutical,Fresh Produce,2023-05-23,20.0,22.49,1,0.0,2.48,45.6,592.5,6045.0,17011.0,28.0,93.5,3,3,4.63,0,5,2023,2023-05
DLV-07294,TD-099,B-Train,DRV-127,Gaborone-Francistown,400,0,Construction,FMCG Cargo,2024-10-20,5.0,4.88,1,0.0,0.0,35.7,142.9,1580.0,4703.0,29.4,73.5,2,1,0.83,0,5,2024,2024-10
DLV-07295,TD-101,B-Train,DRV-050,Francistown-Harare,490,1,Pharmaceutical,FMCG Cargo,2024-05-10,9.0,10.92,0,0.57,1.72,32.9,161.0,1701.0,5069.0,25.9,64.7,0,0,1.28,0,8,2024,2024-05
DLV-07296,TD-042,Long-Haul Articulated,DRV-044,Local Gaborone,35,0,Agriculture,FMCG Cargo,2024-11-11,1.5,1.86,0,0.13,0.0,44.2,15.5,157.0,453.0,27.8,92.5,1,0,0.17,1,9,2024,2024-11
DLV-07297,TD-102,B-Train,DRV-023,Francistown-Harare,490,1,Construction,FMCG Cargo,2023-10-29,9.0,10.91,0,0.56,1.66,47.2,231.2,2475.0,7082.0,36.1,90.3,0,2,1.21,0,5,2023,2023-10
DLV-07298,TD-023,Long-Haul Articulated,DRV-022,Gaborone-Lusaka,1300,1,Agriculture,General Goods,2024-08-10,20.0,22.03,1,0.0,1.36,35.0,455.0,4662.0,14375.0,23.7,79.0,0,0,2.78,0,4,2024,2024-08
DLV-07299,TD-116,Light Commercial,DRV-082,Gaborone-Maun,680,0,Pharmaceutical,Mining Supplies,2024-05-22,8.0,8.11,1,0.0,0.0,15.5,105.6,1170.0,14537.0,2.9,97.2,1,0,1.92,0,5,2024,2024-05
DLV-07300,TD-052,Long-Haul Articulated,DRV-057,Gaborone-Maun,680,0,Construction,Agricultural Produce,2023-06-13,8.0,8.01,1,0.0,0.0,33.1,225.1,2501.0,7152.0,22.5,75.1,1,1,1.43,0,5,2023,2023-06
DLV-07301,TD-101,B-Train,DRV-033,Gaborone-Johannesburg,360,1,Construction,Pharmaceuticals,2024-10-29,6.5,8.4,0,0.92,1.85,46.4,167.2,1795.0,5117.0,35.5,88.8,0,0,1.28,0,8,2024,2024-10
DLV-07302,TD-067,Refrigerated,DRV-006,Gaborone-Lusaka,1300,1,Retail,Pharmaceuticals,2024-12-30,20.0,23.66,0,0.66,2.58,38.9,505.4,5321.0,18003.0,13.8,76.9,2,2,3.22,0,8,2024,2024-12
DLV-07303,TD-038,Long-Haul Articulated,DRV-057,Local Gaborone,35,0,Mining,Construction Materials,2023-01-31,1.5,1.79,0,0.07,0.0,32.6,11.4,117.0,362.0,22.2,73.9,0,0,0.32,0,8,2023,2023-01
DLV-07304,TD-096,B-Train,DRV-125,Gaborone-Francistown,400,0,FMCG,Fresh Produce,2024-06-12,5.0,4.95,1,0.0,0.0,49.3,197.3,2177.0,6068.0,37.9,94.8,1,1,0.61,0,4,2024,2024-06
DLV-07305,TD-128,Light Commercial,DRV-025,Gaborone-Johannesburg,360,1,Construction,Agricultural Produce,2023-10-02,6.5,8.86,0,1.38,2.02,14.6,52.7,552.0,7400.0,2.8,93.4,0,0,1.39,0,7,2023,2023-10
DLV-07306,TD-063,Refrigerated,DRV-037,Gaborone-Maun,680,0,Agriculture,Fresh Produce,2023-07-27,8.0,7.61,1,0.0,0.0,46.6,316.9,3216.0,11704.0,17.2,95.6,0,0,1.44,0,3,2023,2023-07
DLV-07307,TD-051,Long-Haul Articulated,DRV-007,Gaborone-Maun,680,0,Pharmaceutical,Fresh Produce,2025-02-16,8.0,7.39,1,0.0,0.0,39.1,266.1,2627.0,8749.0,27.6,91.9,0,0,0.84,0,7,2025,2025-02
DLV-07308,TD-043,Long-Haul Articulated,DRV-099,Local Gaborone,35,0,Construction,Agricultural Produce,2024-09-09,1.5,2.25,0,0.53,0.0,29.7,10.4,110.0,318.0,19.5,64.9,0,0,0.31,0,8,2024,2024-09
DLV-07309,TD-129,Light Commercial,DRV-087,Gaborone-Windhoek,1400,1,Retail,FMCG Cargo,2024-10-28,18.0,23.65,0,2.95,4.29,12.9,180.6,2004.0,25891.0,2.5,84.1,2,2,3.81,1,10,2024,2024-10
DLV-07310,TD-068,Refrigerated,DRV-138,Francistown-Harare,490,1,Construction,Fresh Produce,2023-07-10,9.0,11.26,0,0.91,1.89,45.2,221.3,2350.0,7862.0,16.0,89.1,0,0,1.51,0,6,2023,2023-07
DLV-07311,TD-066,Refrigerated,DRV-037,Francistown-Harare,490,1,Construction,Agricultural Produce,2025-02-24,9.0,12.21,0,1.86,3.71,35.2,172.6,1764.0,6375.0,13.0,72.3,0,0,2.31,0,7,2025,2025-02
DLV-07312,TD-002,Long-Haul Articulated,DRV-065,Francistown-Harare,490,1,Mining,General Goods,2024-01-15,9.0,12.09,0,1.74,2.18,43.0,210.7,2334.0,6492.0,28.4,94.6,0,0,1.11,0,7,2024,2024-01
DLV-07313,TD-003,Long-Haul Articulated,DRV-018,Gaborone-Lusaka,1300,1,Agriculture,Mining Supplies,2024-10-14,20.0,24.77,0,1.77,2.72,44.8,582.6,5968.0,18117.0,29.9,99.5,2,1,1.71,1,9,2024,2024-10
DLV-07314,TD-104,B-Train,DRV-138,Gaborone-Lusaka,1300,1,Mining,Agricultural Produce,2024-05-18,20.0,21.24,1,0.0,2.08,47.5,617.4,6694.0,18277.0,35.1,87.9,3,0,2.85,0,4,2024,2024-05
DLV-07315,TD-032,Long-Haul Articulated,DRV-006,Local Gaborone,35,0,Construction,General Goods,2024-04-14,1.5,3.17,0,1.45,0.0,34.4,12.0,119.0,357.0,21.9,72.9,0,0,0.43,0,6,2024,2024-04
DLV-07316,TD-078,Refrigerated,DRV-122,Gaborone-Lusaka,1300,1,Retail,Mining Supplies,2023-07-26,20.0,22.55,1,0.0,1.92,37.8,491.3,5016.0,17898.0,13.8,76.5,0,1,2.1,0,6,2023,2023-07
DLV-07317,TD-012,Long-Haul Articulated,DRV-039,Gaborone-Maun,680,0,Mining,Pharmaceuticals,2024-02-09,8.0,9.29,0,0.09,0.0,46.1,313.6,3405.0,9358.0,29.5,98.3,1,0,1.73,1,9,2024,2024-02
DLV-07318,TD-134,Courier Van,DRV-021,Gaborone-Windhoek,1400,1,Pharmaceutical,Mining Supplies,2023-11-03,18.0,20.92,0,0.22,3.68,10.9,152.7,1595.0,34389.0,0.9,87.7,2,2,2.72,0,3,2023,2023-11
DLV-07319,TD-098,B-Train,DRV-044,Local Gaborone,35,0,Retail,Pharmaceuticals,2024-12-24,1.5,1.27,1,0.0,0.0,38.2,13.4,141.0,392.0,28.0,69.9,1,0,0.11,0,7,2024,2024-12
DLV-07320,TD-031,Long-Haul Articulated,DRV-047,Gaborone-Lusaka,1300,1,Mining,Agricultural Produce,2023-09-25,20.0,25.83,0,2.83,4.45,38.6,501.2,5454.0,14513.0,23.9,79.7,0,1,4.7,1,9,2023,2023-09
DLV-07321,TD-065,Refrigerated,DRV-015,Local Gaborone,35,0,FMCG,Construction Materials,2023-12-23,1.5,2.46,0,0.73,0.0,50.7,17.7,189.0,611.0,17.5,97.0,0,0,0.51,0,8,2023,2023-12
DLV-07322,TD-022,Long-Haul Articulated,DRV-032,Gaborone-Windhoek,1400,1,Mining,Fresh Produce,2024-11-07,18.0,21.39,0,0.69,2.5,44.2,618.2,6753.0,19369.0,29.6,98.8,1,1,3.25,0,7,2024,2024-11
DLV-07323,TD-037,Long-Haul Articulated,DRV-117,Gaborone-Maun,680,0,Pharmaceutical,Construction Materials,2023-05-08,8.0,8.26,1,0.0,0.0,38.6,262.1,2573.0,8306.0,26.2,87.2,0,1,1.07,0,6,2023,2023-05
DLV-07324,TD-111,Light Commercial,DRV-124,Gaborone-Palapye,240,0,Construction,Construction Materials,2023-08-13,3.0,3.44,1,0.0,0.0,13.0,31.3,332.0,4343.0,2.5,82.2,0,0,0.56,0,8,2023,2023-08
DLV-07325,TD-039,Long-Haul Articulated,DRV-119,Gaborone-Francistown,400,0,Agriculture,Pharmaceuticals,2024-11-08,5.0,5.28,1,0.0,0.0,44.7,178.9,1971.0,5255.0,28.2,93.8,0,0,0.64,1,10,2024,2024-11
DLV-07326,TD-023,Long-Haul Articulated,DRV-059,Gaborone-Palapye,240,0,FMCG,FMCG Cargo,2023-02-04,3.0,2.55,1,0.0,0.0,42.4,101.9,1085.0,2942.0,26.3,87.6,0,1,0.55,0,4,2023,2023-02
DLV-07327,TD-021,Long-Haul Articulated,DRV-077,Gaborone-Windhoek,1400,1,Mining,Mining Supplies,2023-01-17,18.0,23.46,0,2.76,4.15,34.5,482.3,5368.0,14777.0,22.6,75.4,0,1,4.62,0,7,2023,2023-01
DLV-07328,TD-107,B-Train,DRV-140,Francistown-Harare,490,1,FMCG,Mining Supplies,2024-11-23,9.0,12.25,0,1.9,2.59,47.0,230.4,2564.0,7116.0,36.3,90.8,0,1,1.94,0,7,2024,2024-11
DLV-07329,TD-107,B-Train,DRV-032,Local Gaborone,35,0,Mining,Fresh Produce,2023-12-17,1.5,1.49,1,0.0,0.0,44.3,15.5,162.0,485.0,34.7,86.7,0,0,0.23,0,7,2023,2023-12
DLV-07330,TD-130,Light Commercial,DRV-078,Francistown-Harare,490,1,Mining,General Goods,2024-06-15,9.0,9.24,1,0.0,1.26,10.3,50.7,557.0,6736.0,1.9,62.5,1,0,1.62,0,3,2024,2024-06
DLV-07331,TD-043,Long-Haul Articulated,DRV-068,Gaborone-Johannesburg,360,1,Mining,FMCG Cargo,2024-05-05,6.5,9.94,0,2.46,3.53,40.0,143.9,1534.0,4612.0,27.5,91.5,1,0,1.22,0,8,2024,2024-05
DLV-07332,TD-098,B-Train,DRV-075,Gaborone-Lusaka,1300,1,FMCG,Mining Supplies,2023-09-07,20.0,22.55,1,0.0,1.7,35.4,460.4,4591.0,14369.0,27.6,69.1,3,5,2.48,0,7,2023,2023-09
DLV-07333,TD-078,Refrigerated,DRV-113,Local Gaborone,35,0,Construction,General Goods,2023-07-17,1.5,2.05,0,0.33,0.0,35.1,12.3,127.0,426.0,12.2,67.6,0,0,0.36,0,6,2023,2023-07
DLV-07334,TD-105,B-Train,DRV-068,Francistown-Harare,490,1,Mining,Fresh Produce,2023-11-13,9.0,11.07,0,0.72,1.58,45.7,224.1,2312.0,7184.0,36.7,91.6,0,0,1.36,0,7,2023,2023-11
DLV-07335,TD-045,Long-Haul Articulated,DRV-118,Gaborone-Francistown,400,0,Retail,General Goods,2024-09-20,5.0,5.39,1,0.0,0.0,28.7,114.7,1183.0,3727.0,20.0,66.6,0,0,0.7,0,7,2024,2024-09
DLV-07336,TD-001,Long-Haul Articulated,DRV-136,Gaborone-Maun,680,0,Construction,Agricultural Produce,2024-01-02,8.0,8.37,1,0.0,0.0,32.5,220.7,2394.0,6901.0,21.7,72.5,1,0,1.18,1,9,2024,2024-01
DLV-07337,TD-015,Long-Haul Articulated,DRV-003,Local Gaborone,35,0,FMCG,Pharmaceuticals,2023-12-29,1.5,1.48,1,0.0,0.0,42.3,14.8,166.0,484.0,29.6,98.7,0,0,0.2,1,9,2023,2023-12
DLV-07338,TD-118,Light Commercial,DRV-009,Gaborone-Francistown,400,0,Retail,Fresh Produce,2023-04-13,5.0,5.06,1,0.0,0.0,12.2,49.0,517.0,6659.0,2.3,75.7,2,0,1.06,0,6,2023,2023-04
DLV-07339,TD-010,Long-Haul Articulated,DRV-024,Gaborone-Johannesburg,360,1,Mining,Construction Materials,2023-07-24,6.5,8.67,0,1.19,1.36,39.8,143.2,1431.0,4384.0,26.1,87.0,0,2,0.83,1,9,2023,2023-07
DLV-07340,TD-006,Long-Haul Articulated,DRV-012,Local Gaborone,35,0,Pharmaceutical,Fresh Produce,2024-02-23,1.5,2.34,0,0.62,0.0,36.8,12.9,134.0,394.0,24.1,80.4,0,0,0.31,0,7,2024,2024-02
DLV-07341,TD-022,Long-Haul Articulated,DRV-099,Gaborone-Palapye,240,0,Retail,Agricultural Produce,2024-07-11,3.0,3.46,0,0.01,0.0,32.3,77.4,806.0,2368.0,21.1,70.5,0,1,0.47,0,7,2024,2024-07
DLV-07342,TD-008,Long-Haul Articulated,DRV-093,Gaborone-Lusaka,1300,1,Construction,Construction Materials,2023-06-20,20.0,20.74,1,0.0,1.59,42.5,552.3,6008.0,16248.0,26.8,89.3,3,1,3.73,0,5,2023,2023-06
DLV-07343,TD-083,B-Train,DRV-124,Francistown-Harare,490,1,Construction,FMCG Cargo,2024-07-06,9.0,10.07,1,0.0,1.69,40.7,199.5,2151.0,5881.0,30.0,75.0,1,0,1.64,0,3,2024,2024-07
DLV-07344,TD-089,B-Train,DRV-022,Gaborone-Johannesburg,360,1,Construction,Agricultural Produce,2024-07-22,6.5,7.86,0,0.39,1.82,41.4,149.0,1582.0,4709.0,32.7,81.8,1,0,0.99,0,3,2024,2024-07
DLV-07345,TD-119,Light Commercial,DRV-133,Gaborone-Maun,680,0,Construction,Construction Materials,2025-02-24,8.0,7.68,1,0.0,0.0,12.2,82.7,910.0,11782.0,2.4,78.8,0,0,1.44,0,5,2025,2025-02
DLV-07346,TD-117,Light Commercial,DRV-052,Gaborone-Lusaka,1300,1,Construction,FMCG Cargo,2024-09-02,20.0,23.52,0,0.52,3.93,11.7,151.7,1600.0,21307.0,2.2,74.5,1,3,3.5,0,5,2024,2024-09
DLV-07347,TD-133,Courier Van,DRV-083,Gaborone-Francistown,400,0,Pharmaceutical,FMCG Cargo,2024-09-04,5.0,5.93,0,0.18,0.0,7.6,30.2,336.0,7361.0,0.7,65.7,0,0,0.67,1,9,2024,2024-09
DLV-07348,TD-078,Refrigerated,DRV-135,Francistown-Harare,490,1,Construction,Construction Materials,2024-01-23,9.0,11.09,0,0.74,1.94,51.2,250.9,2766.0,8349.0,17.0,94.7,1,1,1.35,0,6,2024,2024-01
DLV-07349,TD-032,Long-Haul Articulated,DRV-014,Gaborone-Francistown,400,0,FMCG,General Goods,2024-10-27,5.0,4.25,1,0.0,0.0,30.5,122.1,1324.0,3671.0,19.7,65.5,1,1,0.79,0,6,2024,2024-10
DLV-07350,TD-078,Refrigerated,DRV-032,Gaborone-Lusaka,1300,1,Pharmaceutical,General Goods,2023-06-10,20.0,24.21,0,1.21,3.84,29.7,386.0,4072.0,14513.0,11.2,62.0,1,0,3.68,0,6,2023,2023-06
DLV-07351,TD-083,B-Train,DRV-122,Gaborone-Windhoek,1400,1,Agriculture,Construction Materials,2023-01-22,18.0,19.87,1,0.0,2.87,35.3,493.8,5513.0,14991.0,26.8,66.9,1,3,1.85,0,3,2023,2023-01
