project_id,project_type,region,project_manager,tender_type,start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,delay_cause,status,contracted_budget_bwp,actual_cost_bwp,cost_variance_bwp,overrun_pct,will_overrun,labour_cost_bwp,material_cost_bwp,equipment_cost_bwp,subcontractor_cost_bwp,overhead_cost_bwp,material_waste_cost_bwp,material_waste_pct,workforce_headcount,quality_score,bid_estimate_bwp,bid_accuracy_pct,risk_score
SCL-0278,Commercial Building,Palapye,PM_Moeti,Private,2021-10-21,2022-06-18,2022-07-18,8,9,1,Labour disputes,Completed,6487000.0,6161900.0,-325100.0,0.0,0,2452000.0,2376300.0,909600.0,840800.0,-416800.0,140100.0,5.9,23,90.1,5922800.0,96.1,0.2068
SCL-0279,Residential Building,Palapye,PM_Segametsi,Private,2021-05-23,2023-03-14,2023-09-10,22,28,6,Equipment breakdown,Completed,4678000.0,5384600.0,706600.0,15.1,1,1577500.0,2024100.0,928300.0,352200.0,502500.0,376100.0,18.6,21,71.8,4754400.0,88.3,0.5454
SCL-0280,Residential Building,Gaborone,PM_Kebonye,Government,2023-11-10,2025-05-03,,18,20,2,Cash flow constraints,Active,1884000.0,2271100.0,387100.0,20.5,1,649900.0,970300.0,287700.0,315500.0,47700.0,192300.0,19.8,11,,1910000.0,84.1,0.4526
SCL-0281,Government Office,Francistown,PM_Ditiro,Government,2021-07-31,2023-06-21,2024-03-17,23,32,9,Labour disputes,Completed,6082000.0,6865000.0,783000.0,12.9,1,2032200.0,3046300.0,742700.0,715700.0,328100.0,442100.0,14.5,29,75.4,6207300.0,90.4,0.391
SCL-0282,Healthcare Facility,Francistown,PM_Kebonye,Government,2024-01-24,2024-12-19,2024-12-19,11,11,0,None,Completed,5983000.0,5920700.0,-62300.0,0.0,0,2048000.0,2376100.0,617600.0,548500.0,330500.0,72700.0,3.1,25,73.1,6135100.0,96.4,0.4261
SCL-0283,Government Office,Maun,PM_Ditiro,Government,2018-11-18,2020-10-08,2021-10-03,23,35,12,Equipment breakdown,Completed,12718000.0,14192000.0,1474000.0,11.6,1,5588800.0,6215400.0,1936500.0,1681000.0,-1229700.0,805600.0,13.0,42,79.4,11720400.0,82.6,0.4964
SCL-0284,Healthcare Facility,Palapye,PM_Ditiro,Government,2021-09-15,2023-01-08,2023-01-08,16,16,0,None,Completed,6657000.0,6187100.0,-469900.0,0.0,0,2125000.0,1884200.0,792700.0,594700.0,790500.0,127200.0,6.8,26,85.4,6118500.0,98.9,0.3895
SCL-0285,Road Construction,Maun,PM_Moeti,Government,2021-05-22,2024-02-06,2024-02-06,33,33,0,None,Completed,17288000.0,16429300.0,-858700.0,0.0,0,5860500.0,7328800.0,2090700.0,2158700.0,-1009400.0,427900.0,5.8,40,91.3,17600900.0,92.9,0.3869
SCL-0286,Healthcare Facility,Francistown,PM_Kebonye,Government,2024-06-09,2026-01-30,,20,20,0,None,Active,1808000.0,1791500.0,-16500.0,0.0,0,651100.0,624900.0,243000.0,144800.0,127700.0,18600.0,3.0,13,,1813100.0,98.8,0.4687
SCL-0287,Healthcare Facility,Maun,PM_Ditiro,Government,2020-06-10,2021-01-06,2021-01-06,7,7,0,None,Completed,6349000.0,6025900.0,-323100.0,0.0,0,1687400.0,1940400.0,858700.0,536300.0,1003100.0,67800.0,3.5,27,73.9,6015600.0,99.8,0.4445
SCL-0288,Healthcare Facility,Palapye,PM_Segametsi,Private,2024-07-14,2025-02-09,2025-03-11,7,8,1,Material delivery delays,Completed,8338000.0,12867300.0,4529300.0,54.3,1,4331000.0,4106400.0,1666800.0,1349600.0,1413500.0,410700.0,10.0,32,71.2,7953500.0,61.8,0.5164
SCL-0289,Commercial Building,Gaborone,PM_Kebonye,Government,2021-07-27,2023-11-14,2025-01-07,28,42,14,Weather conditions,Completed,11443000.0,13223600.0,1780600.0,15.6,1,4023600.0,4242900.0,2214500.0,1137600.0,1605000.0,612800.0,14.4,38,66.3,10514200.0,79.5,0.5451
SCL-0290,Road Construction,Gaborone,PM_Moeti,Government,2022-11-24,2025-04-12,,29,31,2,Weather conditions,Active,22468000.0,22224000.0,-244000.0,0.0,0,6649700.0,9353900.0,3811100.0,2656600.0,-247300.0,991700.0,10.6,46,,21650600.0,97.4,0.4128
SCL-0291,Education Infrastructure,Maun,PM_Ditiro,Government,2024-06-25,2024-10-23,2024-10-23,4,4,0,None,Completed,3009000.0,2944200.0,-64800.0,0.0,0,1206300.0,1137800.0,303300.0,289500.0,7300.0,26600.0,2.3,20,81.6,2744200.0,93.2,0.204
SCL-0292,Government Office,Serowe,PM_Ditiro,Government,2020-10-01,2021-05-29,2021-05-29,8,8,0,None,Completed,3478000.0,3271600.0,-206400.0,0.0,0,1355900.0,1019800.0,536000.0,265800.0,94100.0,85000.0,8.3,20,76.9,3374800.0,96.8,0.3683
SCL-0293,Healthcare Facility,Maun,PM_Ditiro,Government,2021-04-21,2022-10-13,2022-10-13,18,18,0,None,Completed,8693000.0,8171800.0,-521200.0,0.0,0,3119800.0,3142500.0,1126500.0,546800.0,236200.0,82200.0,2.6,33,89.8,8637800.0,94.3,0.4102
SCL-0294,Commercial Building,Maun,PM_Moeti,Government,2020-10-29,2022-02-21,2022-05-22,16,19,3,Equipment breakdown,Completed,3230000.0,3845300.0,615300.0,19.0,1,1538500.0,1161800.0,438200.0,419800.0,287000.0,80100.0,6.9,15,84.3,3286100.0,85.5,0.2792
SCL-0295,Residential Building,Maun,PM_Kebonye,Private,2018-12-12,2020-04-05,2020-04-05,16,16,0,None,Completed,10551000.0,9844000.0,-707000.0,0.0,0,3793700.0,3563000.0,1504700.0,1206900.0,-224300.0,207800.0,5.8,36,72.7,9581900.0,97.3,0.5186
SCL-0296,Commercial Building,Gaborone,PM_Moeti,Government,2023-05-05,2024-09-26,2024-10-26,17,18,1,Material delivery delays,Completed,8380000.0,7875600.0,-504400.0,0.0,0,2792300.0,2811400.0,1086600.0,508100.0,677200.0,254600.0,9.1,32,82.9,8022200.0,98.1,0.2782
SCL-0297,Commercial Building,Serowe,PM_Moeti,Government,2022-11-04,2024-05-27,2024-05-27,19,19,0,None,Completed,10501000.0,10273900.0,-227100.0,0.0,0,4030700.0,3475700.0,1406400.0,1207500.0,153600.0,272600.0,7.8,35,89.4,10269900.0,100.0,0.2467
SCL-0298,Government Office,Francistown,PM_Ditiro,Government,2018-02-18,2018-10-16,2018-11-15,8,9,1,Material delivery delays,Completed,10910000.0,10451500.0,-458500.0,0.0,0,3929400.0,3686500.0,1255800.0,558200.0,1021600.0,341100.0,9.3,35,88.8,11186200.0,93.0,0.3581
SCL-0299,Healthcare Facility,Gaborone,PM_Moeti,Government,2024-05-07,2025-05-02,,12,19,7,Labour disputes,Active,5917000.0,6758000.0,841000.0,14.2,1,2170900.0,2696900.0,920900.0,1010500.0,-41200.0,169600.0,6.3,21,,6018200.0,89.1,0.2601
SCL-0300,Commercial Building,Gaborone,PM_Segametsi,Government,2020-12-20,2022-04-14,2023-01-09,16,25,9,Scope creep,Completed,17935000.0,19454100.0,1519100.0,8.5,1,8114700.0,6421800.0,2950000.0,1183600.0,784000.0,749700.0,11.7,44,60.0,18596600.0,95.6,0.6595
